"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.723361833E0,-4.384212196E-1,1.485608816E0,-9.633034468E-1
2.733323833E0,-8.270326257E-1,1.598405719E0,-5.818298459E-1
2.743285833E0,-1.244052768E0,1.453945279E0,-1.612959802E-1
2.753246833E0,-1.555287123E0,9.033920765E-1,1.905392855E-1
2.763208833E0,-1.595106006E0,7.176950574E-2,3.832537830E-1
2.773170833E0,-1.365813136E0,-6.574154496E-1,4.109423757E-1
2.783132833E0,-1.050806642E0,-1.036924005E0,3.903385997E-1
2.793093833E0,-7.956243753E-1,-1.150735736E0,3.802124858E-1
2.803055833E0,-5.962514877E-1,-1.144772172E0,3.769301176E-1
2.813017833E0,-4.371219873E-1,-1.102701187E0,3.540863395E-1
2.822978833E0,-3.185108900E-1,-1.048336864E0,3.077977896E-1
2.832940833E0,-2.414403558E-1,-9.549563527E-1,2.681497037E-1
2.842902833E0,-2.836987376E-1,-7.844513655E-1,2.266603708E-1
2.852863833E0,-8.173897862E-1,-2.842032015E-1,1.881510615E-1
2.862825833E0,-1.521764159E0,3.893038332E-1,8.627481014E-2
2.872787833E0,-2.273078680E0,1.155517936E0,-9.096121788E-2
2.882748833E0,-3.538644314E0,2.176750898E0,-2.739819288E-1
2.892710833E0,-4.955364227E0,2.722200394E0,-2.821857929E-1
2.902672833E0,-4.893213749E0,1.837096334E0,1.890328079E-1
2.912633833E0,-3.323292494E0,8.768406510E-1,1.041565776E0
2.922595833E0,-5.684149861E-1,5.529481769E-1,1.722912312E0
2.932557833E0,3.701080680E-1,-1.005050302E0,2.530930281E0
2.942518833E0,2.959375679E-1,-2.886910915E0,2.988601208E0
2.952480833E0,5.889864564E-1,-4.045557022E0,2.633718491E0
2.962442833E0,3.344781697E-1,-3.640518188E0,1.972036958E0
2.972403833E0,-1.021776080E0,-7.795944214E-1,9.898186326E-1
2.982365833E0,-1.351966143E0,1.600406289E0,-6.380703300E-2
2.992327833E0,-7.054635882E-1,2.837746620E0,-7.189707160E-1
3.002288833E0,4.757821560E-1,2.402322531E0,-7.288697362E-1
3.012250833E0,1.184633970E0,1.839541942E-1,-9.342271090E-2
3.022212833E0,1.357771397E0,-1.548021317E0,5.795425177E-1
3.032173833E0,1.395365119E0,-1.924865007E0,8.113714457E-1
3.042135833E0,1.235265732E0,-1.441103101E0,6.787077785E-1
3.052097833E0,1.211996913E0,-5.250086784E-1,3.480413854E-1
3.062058833E0,1.571059585E0,4.118551910E-1,5.632330105E-2
3.072020833E0,2.073269367E0,1.077137113E0,-1.104992330E-1
3.081982833E0,2.372055531E0,1.395474672E0,-1.270893216E-1
3.091943833E0,2.375583887E0,1.351384640E0,-9.901053458E-2
3.101905833E0,2.184184790E0,9.834827185E-1,-1.726870388E-1
3.111867833E0,1.865084291E0,7.669227123E-1,-2.848130167E-1
3.121828833E0,1.564898133E0,4.739309549E-1,-4.225856662E-1
3.131790833E0,1.310727358E0,4.834980518E-2,-5.475451946E-1
3.141752833E0,1.123032093E0,-3.250034153E-1,-6.523870826E-1
3.151713833E0,9.777870774E-1,-5.870560408E-1,-6.773304939E-1
3.161675833E0,8.602820635E-1,-7.117314339E-1,-6.813991666E-1
3.171637833E0,7.643704414E-1,-7.187222242E-1,-6.870453358E-1
3.181598833E0,6.970267296E-1,-6.619229913E-1,-6.662659645E-1
3.191560833E0,6.578529477E-1,-5.750911832E-1,-6.149399281E-1
3.201522833E0,6.894319654E-1,-4.867883921E-1,-5.640007854E-1
3.211483833E0,7.828761935E-1,-4.270576835E-1,-5.238575935E-1
3.221445833E0,8.818883896E-1,-3.978814781E-1,-4.932788014E-1
3.231407833E0,9.583658576E-1,-3.705143034E-1,-4.749341607E-1
3.241368833E0,9.941971898E-1,-3.767541349E-1,-4.787749350E-1
3.251330833E0,9.727022648E-1,-4.754295945E-1,-4.717902541E-1
3.261292833E0,8.883088827E-1,-6.063752770E-1,-4.508319199E-1
3.271254833E0,7.584877610E-1,-7.396484017E-1,-4.235209227E-1
3.281215833E0,6.057230830E-1,-8.420014977E-1,-4.029747546E-1
3.291177833E0,4.262015820E-1,-9.154049158E-1,-3.811368346E-1
3.301139833E0,9.890667349E-2,-8.284918666E-1,-3.484018147E-1
3.311100833E0,-4.088806212E-1,-5.792631507E-1,-2.502142787E-1
3.321062833E0,-7.762647867E-1,-4.495755136E-1,-1.277129799E-1
3.331024833E0,-8.810753822E-1,-4.340548813E-1,-8.713707328E-2
3.340985833E0,-8.284325600E-1,-4.206385016E-1,-8.418393880E-2
3.350947833E0,-7.032823563E-1,-3.931227326E-1,-6.635780632E-2
3.360909833E0,-5.707473159E-1,-3.350997865E-1,-2.121098898E-2
3.370870833E0,-4.784778059E-1,-2.471880317E-1,2.792699635E-2
3.380832833E0,-4.156906903E-1,-1.424082518E-1,7.530929148E-2
3.390794833E0,-3.713812828E-1,-2.079074271E-2,1.181134805E-1
3.400755833E0,-3.319039047E-1,1.090645567E-1,1.631294638E-1
3.410717833E0,-3.032599986E-1,2.245448232E-1,1.963920742E-1
3.420679833E0,-2.898197472E-1,3.074514866E-1,2.003144771E-1
