"Time (s)","X (m/s2)","Y (m/s2)","Z (m/s2)"
7.849472792E0,-9.996212769E-1,-1.551358932E1,-1.267040176E1
7.859434792E0,-3.649411011E-1,-1.312530579E1,-1.472443039E1
7.869396792E0,1.177601166E0,-1.243149857E1,-3.485352173E0
7.879357792E0,3.923191681E0,-1.405217834E1,-4.135599976E0
7.889319792E0,6.771318970E0,-1.640498566E1,-9.309590607E0
7.899281792E0,7.031777344E0,-1.831396591E1,-9.956844635E0
7.909242792E0,5.334756317E0,-1.896870438E1,-7.613318024E0
7.919204792E0,4.214485931E0,-1.803329956E1,-8.061785431E0
7.929166792E0,3.563339996E0,-1.682112030E1,-8.159532166E0
7.939128792E0,2.241139526E0,-1.648821259E1,-6.660848694E0
7.949089792E0,1.182989960E0,-1.659688660E1,-7.036717072E0
7.959051792E0,4.971162415E-1,-1.693982346E1,-7.965236206E0
7.969013792E0,-2.163002014E-1,-1.749217484E1,-7.180867310E0
7.978974792E0,-7.783813477E-1,-1.787343201E1,-6.363117828E0
7.988936792E0,-9.298663330E-1,-1.808823532E1,-5.771548004E0
7.998898792E0,-8.029302979E-1,-1.816682190E1,-5.689368896E0
8.008859792E0,-7.812254333E-1,-1.785277496E1,-5.777385864E0
8.018821792E0,-7.686515808E-1,-1.749696487E1,-5.207670593E0
8.028783792E0,-9.355545044E-2,-1.666469559E1,-5.818250885E0
8.038745792E0,4.700225830E-1,-1.560430069E1,-6.074218597E0
8.048706792E0,5.706134033E-1,-1.468146973E1,-4.713548126E0
8.058668792E0,5.486091614E-1,-1.314521439E1,-3.735931091E0
8.068630792E0,6.267466736E-1,-1.103011276E1,-3.141666870E0
8.078591792E0,9.812095642E-1,-8.884474640E0,-2.869233398E0
8.088553792E0,1.397493896E0,-6.680607605E0,-2.918480988E0
8.098515792E0,1.954485626E0,-4.572241974E0,-3.093167725E0
8.108477792E0,2.018402710E0,-2.904110870E0,-3.004701691E0
8.118439000E0,1.868863678E0,-1.828747101E0,-2.409988403E0
8.128401000E0,1.605112152E0,-1.095122681E0,-1.331930237E0
8.138363000E0,1.077010345E0,-5.625302124E-1,-3.417393494E-1
8.148324000E0,6.896159363E-1,-1.773811340E-1,2.130070496E-1
8.158286000E0,5.038522339E-1,1.323248291E-1,3.559597778E-1
8.168248000E0,2.775228882E-1,3.022215271E-1,4.453239441E-1
8.178209000E0,5.897735596E-2,3.231779480E-1,6.637197876E-1
8.188171000E0,-1.645079041E-1,3.165916443E-1,7.074288940E-1
8.198133000E0,-4.381388855E-1,2.960842896E-1,3.797602844E-1
8.208095000E0,-6.526428223E-1,3.023712158E-1,-2.758763123E-1
8.218056000E0,-8.985813904E-1,5.140310669E-1,-2.096240845E0
8.228018000E0,-1.088087311E0,8.433462524E-1,-3.961961060E0
8.237980000E0,-1.091380463E0,1.047371979E0,-4.026327209E0
8.247941000E0,-1.002165985E0,1.130299530E0,-3.296894073E0
8.257903000E0,-5.319937134E-1,7.635621643E-1,-1.714085541E0
8.267865000E0,-8.562194824E-2,-5.388793945E-2,2.315684509E-1
8.277827000E0,-3.742218018E-2,-5.119354248E-1,1.463356934E0
8.287788000E0,-7.843688965E-2,-5.071453857E-1,1.398392029E0
8.297750000E0,-8.786727905E-2,-4.324507141E-1,9.484277344E-1
8.307712000E0,-1.272354126E-1,-3.432362366E-1,6.038442993E-1
8.317673000E0,-2.029779053E-1,-2.610571289E-1,4.578977966E-1
8.327635000E0,-1.553768921E-1,-2.300715637E-1,4.105961609E-1
8.337597000E0,-5.972579956E-2,-2.448907471E-1,4.436773682E-1
8.347559000E0,6.301895142E-2,-2.564167786E-1,5.563929749E-1
8.357520000E0,2.035766602E-1,-2.565664673E-1,7.023394775E-1
8.367482000E0,3.995191956E-1,-2.697390747E-1,8.683442688E-1
8.377444000E0,5.351371765E-1,-2.935395813E-1,9.527687073E-1
8.387405000E0,5.923182678E-1,-3.299139404E-1,7.616162109E-1
8.397367000E0,7.735913086E-1,-4.101470947E-1,4.734654236E-1
8.407329000E0,8.399034119E-1,-1.474284210E0,-3.497027893E0
8.417291000E0,-8.791218567E-1,-4.370760956E0,-1.080138840E1
8.427252000E0,-1.252894592E0,-4.802762604E0,-4.421355743E0
8.437214000E0,-4.581971741E-1,-6.515051880E0,-7.487429810E-1
8.447176000E0,-2.865042114E-1,-1.223944794E1,-4.628973999E0
8.457137000E0,4.709356842E0,-2.306882812E1,-1.816532501E1
8.467099000E0,9.200617218E0,-2.830883148E1,-9.859696655E0
8.477061000E0,6.531966705E0,-2.839879440E1,-8.885522461E-1
8.487023000E0,4.321213989E0,-2.425136902E1,-5.339995422E0
8.496984000E0,1.017134857E0,-1.568198914E1,-7.917036438E0
8.506946000E0,-2.134112091E0,-1.221639587E1,-9.034911804E0
8.516908000E0,-4.680167542E0,-1.179861465E1,-6.307433624E0
8.526869000E0,-4.761747894E0,-1.309626617E1,-6.167474670E0
8.536831000E0,-3.431913300E0,-1.655048309E1,-1.071052734E1
8.546793000E0,-1.703906708E0,-1.915806061E1,-1.345042969E1
8.556754000E0,-5.987548828E-1,-2.004676254E1,-1.262684235E1
8.566716000E0,-5.951623535E-1,-1.991578491E1,-1.069585785E1
8.576678000E0,-1.495390320E-1,-1.786175629E1,-9.593550110E0
8.586640000E0,3.134481812E-1,-1.498279312E1,-9.641001434E0
8.596601000E0,1.136586456E0,-1.247071701E1,-8.969946899E0
8.606563000E0,1.553768921E0,-1.068762497E1,-8.002808075E0
8.616525000E0,2.046095123E0,-9.504185944E0,-6.790628815E0
8.626486000E0,2.239642639E0,-9.170529785E0,-6.535559235E0
8.636448000E0,2.151775360E0,-1.051712952E1,-7.529791718E0
8.646410000E0,3.062930603E0,-1.264435593E1,-8.028554535E0
8.656372000E0,2.808759155E0,-1.465886673E1,-7.846383362E0
8.666333000E0,2.109712830E0,-1.617266876E1,-6.845115509E0
8.676295000E0,1.627565460E0,-1.719848557E1,-7.341932373E0
8.686257000E0,1.367406464E0,-1.793779816E1,-8.989107056E0
8.696218000E0,1.115180969E0,-1.826905930E1,-8.574020233E0
8.706180000E0,7.134164429E-1,-1.817355789E1,-6.530020752E0
8.716142000E0,2.007325745E-1,-1.787837173E1,-6.282136230E0
8.726104000E0,-1.407073975E-1,-1.780846710E1,-8.147108002E0
8.736065000E0,-3.354524231E-1,-1.806443481E1,-7.962841187E0
8.746027000E0,-1.672023010E-1,-1.825319229E1,-7.267836456E0
8.755989000E0,2.609074402E-1,-1.829300949E1,-7.647596741E0
8.765950000E0,6.137237549E-1,-1.831336716E1,-6.806346130E0
8.775912000E0,7.954458618E-1,-1.808808563E1,-5.976771240E0
8.785874000E0,7.683522034E-1,-1.722438171E1,-5.015470276E0
8.795836000E0,6.183641052E-1,-1.521555908E1,-4.655618591E0
8.805797000E0,2.709365845E-1,-1.288924667E1,-4.059258728E0
8.815759000E0,-2.016307068E-1,-1.054871384E1,-3.441942444E0
8.825721000E0,-5.144801331E-1,-7.925568695E0,-2.752925262E0
8.835682000E0,-3.722758484E-1,-5.653742981E0,-2.138153687E0
8.845644000E0,5.300477600E-1,-3.694317627E0,-2.085612946E0
8.855606000E0,1.379531250E0,-2.222129059E0,-2.326162720E0
8.865567000E0,1.592089233E0,-1.498982849E0,-2.358495483E0
8.875529000E0,1.508413239E0,-9.734257507E-1,-2.111509094E0
8.885491000E0,1.199904785E0,-5.301974487E-1,-1.767374725E0
8.895453000E0,9.238787842E-1,-8.846603394E-2,-1.462309113E0
8.905414000E0,9.407936096E-1,2.808160400E-1,-8.669970703E-1
8.915376000E0,9.924362183E-1,4.878355408E-1,-1.929487610E-1
8.925338000E0,9.442364502E-1,5.189707947E-1,2.399510193E-1
8.935300000E0,6.376739502E-1,4.655319214E-1,3.492237854E-1
8.945261000E0,3.441343689E-1,3.812571716E-1,1.023870850E-1
8.955223000E0,1.606159973E-1,3.559597778E-1,-4.520599365E-1
8.965185000E0,2.471360779E-1,5.345384216E-1,-1.825304260E0
8.975146000E0,7.048841858E-1,1.111139374E0,-4.503684540E0
8.985108000E0,9.490264893E-1,1.385219421E0,-4.332740021E0
8.995070000E0,8.619076538E-1,1.382674713E0,-2.747087402E0
9.005031000E0,5.574407959E-1,1.206341400E0,-1.216520233E0
9.014993000E0,8.337661743E-2,5.182223511E-1,6.041436768E-1
9.024955000E0,-2.514770508E-2,-1.073268127E-1,1.690434723E0
9.034917000E0,9.714797974E-2,-3.996688843E-1,1.724114685E0
9.044878000E0,8.801696777E-2,-4.957690430E-1,1.218166809E0
9.054840000E0,5.882766724E-2,-5.093907166E-1,9.008267212E-1
9.064802000E0,7.888595581E-2,-4.534071350E-1,7.432044983E-1
9.074764000E0,4.984634399E-2,-3.514691162E-1,5.725593567E-1
9.084725000E0,-6.556365967E-2,-2.954855347E-1,4.179309082E-1
9.094687000E0,-1.248403931E-1,-2.709365845E-1,2.673440552E-1
9.104649000E0,-1.781295776E-1,-2.716850281E-1,1.287322998E-1
9.114610000E0,-9.346563721E-1,-3.453318787E-1,-2.616409149E0
9.124572042E0,-1.504221954E0,-7.798782349E-1,-4.486620026E0
9.134534042E0,-1.437011719E-1,-9.066645813E-1,-4.565505981E-2
9.144495042E0,6.915618896E-2,-8.360115051E-1,2.104024658E0
9.154457042E0,-1.203497314E-1,-8.747808838E-1,1.449884949E0
9.164419042E0,-1.314266968E-1,-1.106499023E0,1.975891113E-1
9.174381042E0,-9.714797974E-2,-2.011666718E0,-2.167492676E-1
9.184342042E0,8.786727905E-1,-6.287375336E0,-5.485492859E0
9.194304042E0,3.210224304E0,-1.549727325E1,-1.223405914E1
9.204266042E0,4.248315582E0,-2.270209076E1,-3.374732208E0
9.214227042E0,5.038821716E0,-2.737926453E1,1.707050171E0
9.224189042E0,5.913452911E0,-2.899485489E1,4.270619202E-1
9.234151042E0,4.962330780E0,-2.365710480E1,-2.726430359E0
9.244113042E0,2.165995789E0,-1.575638443E1,-9.609716492E0
9.254074042E0,-1.731898499E-1,-1.483026031E1,-1.959200821E1
9.264036042E0,-2.251318359E0,-1.897080002E1,-2.760125290E1
9.273998042E0,-1.191522217E0,-2.269954605E1,-2.205528580E1
9.283959042E0,2.704575806E0,-2.006906616E1,-4.251908112E0
9.293921042E0,4.731510773E0,-1.386551651E1,3.553161163E0
9.303883042E0,1.453028412E0,-1.011267059E1,2.098635864E0
9.313845042E0,-1.154549103E0,-8.923693085E0,-6.896758118E0
9.323806042E0,-1.677561493E0,-8.051756287E0,-1.278326706E1
9.333768042E0,-1.975142670E0,-1.086545517E1,-6.725214844E0
9.343730042E0,3.489244080E-1,-1.553185135E1,-4.285288696E0
9.353691042E0,2.728526001E0,-1.979094452E1,-5.733826447E0
9.363653042E0,3.244802399E0,-2.245555344E1,-7.940687256E0
9.373615042E0,2.876268768E0,-2.295207092E1,-8.734037476E0
9.383577042E0,2.873574371E0,-2.010948212E1,-6.744225311E0
9.393538042E0,3.007845154E0,-1.586700439E1,-5.608387299E0
9.403500042E0,3.423530731E0,-1.320224579E1,-5.796995087E0
9.413462042E0,3.769161987E0,-1.233614685E1,-7.643555145E0
9.423423042E0,2.152823181E0,-1.359892090E1,-8.186326447E0
9.433385042E0,2.170486450E-2,-1.558214676E1,-6.737339630E0
9.443347042E0,-1.011746063E0,-1.732078125E1,-7.462282104E0
9.453309042E0,-7.280859375E-1,-1.880449585E1,-8.612939301E0
9.463270042E0,5.836363220E-1,-1.924682602E1,-7.472460938E0
9.473232042E0,1.459914093E0,-1.927661407E1,-5.626799011E0
9.483194042E0,1.809886322E0,-1.894295792E1,-5.580844574E0
9.493155042E0,2.130818939E0,-1.846709747E1,-6.182443542E0
9.503117042E0,2.324815521E0,-1.790516602E1,-6.529871063E0
9.513079042E0,1.793869629E0,-1.735161713E1,-5.806425476E0
9.523041042E0,1.088985443E0,-1.645108978E1,-5.668861542E0
9.533002042E0,7.268884277E-1,-1.494312561E1,-5.446424103E0
9.542964042E0,4.821473694E-1,-1.312889832E1,-4.137994995E0
9.552926042E0,3.356021118E-1,-1.091215805E1,-3.304228821E0
9.562887042E0,2.667453003E-1,-8.419092407E0,-3.125650177E0
9.572849042E0,5.572911072E-1,-6.112089844E0,-2.537672882E0
9.582811042E0,1.238524475E0,-4.301006012E0,-2.114203491E0
9.592773042E0,1.551373901E0,-2.915936279E0,-2.089804230E0
9.602734042E0,1.698817291E0,-1.906585236E0,-1.959874420E0
9.612696042E0,1.514700165E0,-1.120719452E0,-1.584604797E0
9.622658042E0,1.249601440E0,-4.900808716E-1,-8.535250854E-1
9.632619042E0,9.951306152E-1,-1.742376709E-1,4.790039062E-3
9.642581042E0,8.487350464E-1,1.074765015E-1,7.150630188E-1
9.652543042E0,7.587721252E-1,3.613485718E-1,1.067579956E0
9.662505042E0,5.298980713E-1,4.472698975E-1,9.407936096E-1
9.672466042E0,3.914360046E-1,4.471202087E-1,7.216493225E-1
9.682428042E0,3.029699707E-1,4.602928162E-1,4.679269409E-1
9.692390042E0,1.736389160E-1,5.019062805E-1,-3.712280273E-2
9.702352042E0,-2.619552612E-2,8.888516235E-1,-2.129920807E0
9.712313042E0,-2.341131592E-1,1.252894592E0,-3.801794128E0
9.722275042E0,-3.623963928E-1,1.277892609E0,-3.399580536E0
9.732237042E0,-4.995112610E-1,1.239123230E0,-2.505938873E0
9.742198042E0,-7.262896729E-1,1.217717743E0,-1.306782532E0
9.752160042E0,-1.003962250E0,1.114282837E0,-1.951940918E-1
9.762122042E0,-8.687933350E-1,5.766009521E-1,4.751119995E-1
9.772084042E0,-2.160008240E-1,-1.802252197E-1,8.813671875E-1
9.782045042E0,-2.769241333E-2,-3.387455750E-1,1.190324707E0
9.792007042E0,-2.739303589E-2,-3.004252625E-1,1.196611633E0
9.801969042E0,5.328918457E-2,-3.514691162E-1,9.412426758E-1
9.811930042E0,1.821711731E-1,-3.526666260E-1,6.529421997E-1
9.821892042E0,2.612068176E-1,-3.365002441E-1,4.508624268E-1
9.831854042E0,2.824626160E-1,-3.079096985E-1,3.019221497E-1
9.841816042E0,3.611988831E-1,-2.957849121E-1,1.796264648E-1
9.851777042E0,3.604504395E-1,-3.480262756E-1,-9.355545044E-2
9.861739042E0,7.634124756E-3,-7.256909180E-1,-3.236120453E0
9.871701042E0,-3.327580261E-1,-1.729802856E0,-7.393275604E0
9.881662042E0,4.261637878E-1,-2.617906036E0,-5.987099762E0
9.891624042E0,7.587721252E-1,-3.035687256E0,-2.744692383E0
9.901586042E0,4.505630493E-1,-2.610122223E0,1.688339081E0
9.911548042E0,3.787124634E-2,-2.546055450E0,3.977079620E0
9.921509042E0,8.294252014E-1,-4.622836761E0,-2.337389374E0
9.931471042E0,4.176464996E0,-1.588541611E1,-1.791294983E1
9.941433042E0,5.494324493E0,-2.747955597E1,-1.344773529E1
9.951394042E0,3.428769836E0,-2.813758759E1,-2.627635803E0
9.961356042E0,1.770817566E0,-2.673665085E1,-1.919458466E0
9.971318042E0,2.087558899E0,-2.414673660E1,-1.063613205E1
9.981280042E0,8.580157471E-1,-1.985171814E1,-8.990154877E0
9.991241042E0,-1.573228455E-1,-1.781176025E1,1.278341675E-1
1.000120304E1,5.050497437E-1,-1.583377350E1,1.977837067E0
1.001116504E1,1.908531189E0,-1.466305801E1,-2.996768188E0
1.002112704E1,3.779939575E0,-1.435634583E1,-1.266606079E1
1.003108804E1,3.686833191E0,-1.510463974E1,-1.520582932E1
1.004105004E1,2.333198090E0,-1.548499878E1,-1.217373459E1
1.005101204E1,1.310375061E0,-1.429138092E1,-1.047596512E1
1.006097304E1,5.698649597E-1,-1.252056335E1,-1.126153152E1
1.007093504E1,2.499801636E-2,-1.156031021E1,-1.137783966E1
1.008089704E1,-2.772235107E-1,-1.115345627E1,-8.286767578E0
1.009085904E1,-4.373904419E-1,-1.141645935E1,-6.764732666E0
1.010082004E1,-2.306703186E-1,-1.304911423E1,-6.148613892E0
1.011078204E1,8.057743835E-1,-1.498533783E1,-5.876928864E0
1.012074400E1,1.965861969E0,-1.638313110E1,-5.448519745E0
1.013070500E1,2.590662689E0,-1.733724701E1,-4.810995483E0
1.014066700E1,2.811154175E0,-1.774350220E1,-4.906646576E0
1.015062900E1,2.609822845E0,-1.751223312E1,-5.409900055E0
1.016059100E1,2.520159302E0,-1.721884323E1,-5.818400574E0
1.017055200E1,2.720442810E0,-1.722947113E1,-6.120173035E0
1.018051400E1,2.826272736E0,-1.749307297E1,-6.621181183E0
1.019047600E1,2.523452454E0,-1.795127014E1,-7.320377197E0
1.020043700E1,2.235451355E0,-1.839075623E1,-6.983577576E0
1.021039900E1,2.096989288E0,-1.842563370E1,-6.528374176E0
1.022036100E1,1.829345856E0,-1.836845261E1,-6.053711243E0
1.023032300E1,1.581611023E0,-1.798405197E1,-4.883893890E0
1.024028400E1,1.756597137E0,-1.724114685E1,-4.489913177E0
1.025024600E1,2.106269989E0,-1.631951340E1,-4.733456726E0
1.026020800E1,2.226320343E0,-1.521660690E1,-4.158951416E0
1.027016900E1,2.416724396E0,-1.382719620E1,-4.010310516E0
1.028013100E1,2.253114624E0,-1.192659851E1,-3.938609619E0
1.029009300E1,1.794618073E0,-9.908644867E0,-3.760030975E0
1.030005500E1,1.738035736E0,-8.358917542E0,-3.757037201E0
1.031001600E1,1.679956512E0,-6.540798340E0,-3.519630890E0
1.031997800E1,1.855541382E0,-4.883145447E0,-3.634142761E0
1.032994000E1,1.521136780E0,-3.584595795E0,-3.462898865E0
1.033990200E1,9.123527527E-1,-2.438578949E0,-2.690056000E0
1.034986300E1,4.483177185E-1,-1.467099152E0,-1.802252197E0
1.035982500E1,1.437011719E-2,-6.789880371E-1,-1.160836029E0
1.036978700E1,-3.953279114E-1,-6.107299805E-2,-4.328997803E-1
1.037974800E1,-6.282435608E-1,2.480342102E-1,1.456471252E-1
1.038971000E1,-7.770341492E-1,4.358935547E-1,5.083428955E-1
1.039967200E1,-8.848100281E-1,4.402345276E-1,5.876779175E-1
1.040963400E1,-9.539662170E-1,4.305047607E-1,4.614903259E-1
1.041959500E1,-9.295669556E-1,4.797523499E-1,-6.780899048E-2
1.042955700E1,-9.566606140E-1,6.712042236E-1,-1.335522766E0
1.043951900E1,-1.034049683E0,9.024732971E-1,-2.649340668E0
1.044948000E1,-1.282233582E0,9.868977356E-1,-3.175346832E0
1.045944200E1,-1.464704132E0,9.639953613E-1,-3.173700256E0
1.046940400E1,-1.400188293E0,8.969348145E-1,-2.729723511E0
1.047936600E1,-1.062640228E0,6.015989685E-1,-2.249671783E0
1.048932700E1,-1.076411591E0,1.390608215E-1,-1.646725616E0
1.049928900E1,-1.236129456E0,-3.171903992E-1,-8.059240723E-1
1.050925100E1,-9.656419373E-1,-5.562432861E-1,2.755769348E-1
1.051921300E1,-6.833290100E-1,-5.230123901E-1,1.038540344E0
1.052917400E1,-5.367837524E-1,-4.381388855E-1,1.243763580E0
1.053913600E1,-2.872526550E-1,-3.638932800E-1,1.294657745E0
1.054909800E1,1.646575928E-3,-2.824626160E-1,1.193168793E0
1.055906000E1,1.827699280E-1,-1.854643250E-1,8.628057861E-1
1.056902100E1,1.577719116E-1,-2.161505127E-1,4.432283020E-1
1.057898300E1,1.318757629E-1,-2.134561157E-1,9.550140381E-2
1.058894500E1,2.850073242E-1,-2.387535095E-1,-8.878038025E-1
1.059890600E1,8.705895996E-1,-6.517446899E-1,-3.714675293E0
1.060886800E1,1.566941528E0,-1.010847931E0,-3.370540924E0
1.061883000E1,2.176623688E0,-1.463207245E0,-2.065105591E0
1.062879200E1,1.586251373E0,-1.989961853E0,-1.143621826E-1
1.063875300E1,1.435814209E0,-3.034938812E0,-1.161883850E0
1.064871500E1,1.624272308E0,-7.960745544E0,-1.985620880E0
1.065867700E1,1.063238983E0,-1.815828964E1,-2.079775085E0
1.066863800E1,1.382525024E0,-2.509381714E1,-2.095492401E0
1.067860000E1,1.921105042E0,-2.844175507E1,-6.710545349E-1
1.068856200E1,3.629951477E0,-2.862542313E1,-4.438719635E0
1.069852400E1,3.992048492E0,-2.694142502E1,-2.317361023E1
1.070848500E1,-2.846780090E0,-3.043515976E1,-3.746573959E1
1.071844700E1,-1.677262115E0,-2.975198044E1,-1.368648880E1
1.072840900E1,3.551065521E0,-2.085343506E1,7.818092194E0
1.073837000E1,3.851041718E0,-1.367122055E1,6.465504913E0
1.074833200E1,2.375110931E0,-8.465944977E0,2.220332794E0
1.075829400E1,1.552122345E0,-3.791914673E0,-2.889291687E0
1.076825600E1,-4.086502075E-2,-2.276466064E0,-4.512665863E0
1.077821700E1,-2.766846313E0,-3.331322479E0,-9.318721619E0
1.078817900E1,-2.460134125E0,-8.988208923E0,-1.852996674E1
1.079814100E1,7.366181946E-1,-1.684402267E1,-1.301064423E1
1.080810300E1,1.594334564E0,-2.019839722E1,-4.112547913E0
1.081806400E1,-3.939807129E-1,-1.995156052E1,-2.878813477E0
1.082802600E1,-2.955005035E0,-1.710208603E1,-7.621251526E0
1.083798800E1,-1.938618622E0,-1.498189499E1,-7.752079468E0
1.084794900E1,-7.542814636E-1,-1.421219559E1,-3.015329590E0
1.085791100E1,-9.430389404E-2,-1.433224594E1,-3.156785431E0
1.086787300E1,1.642684021E0,-1.462623459E1,-5.829627228E0
1.087783500E1,3.075055389E0,-1.541105255E1,-7.048542480E0
1.088779600E1,3.485052795E0,-1.673759399E1,-6.012247467E0
1.089775800E1,3.467838593E0,-1.853221207E1,-6.319857788E0
1.090772000E1,4.156556396E0,-2.039404037E1,-7.914641418E0
1.091768100E1,4.640649719E0,-2.184542221E1,-8.943601685E0
1.092764300E1,3.632047119E0,-2.226919098E1,-6.664590912E0
1.093760500E1,2.130519562E0,-2.176698532E1,-5.139861603E0
1.094756700E1,8.199948120E-1,-2.102138580E1,-5.568570099E0
1.095752800E1,-2.936892700E-1,-2.036829391E1,-6.054160309E0
1.096749000E1,-1.142723694E0,-1.943408661E1,-5.074447632E0
1.097745200E1,-9.747729492E-1,-1.749561768E1,-4.393962708E0
1.098741300E1,-1.701960754E-1,-1.495614853E1,-4.597988434E0
1.099737500E1,2.773731995E-1,-1.247101639E1,-4.710554352E0
1.100733700E1,2.981799316E-1,-1.010758118E1,-4.263134766E0
1.101729900E1,6.186634827E-1,-7.583829346E0,-3.918701019E0
1.102726000E1,1.156195679E0,-5.693111115E0,-3.840413818E0
1.103722200E1,1.217867432E0,-4.123175812E0,-2.984942780E0
1.104718400E1,7.673043823E-1,-2.741848297E0,-1.881437531E0
1.105714600E1,5.375321960E-1,-1.738185425E0,-1.035097504E0
1.106710700E1,5.174739075E-1,-9.183403015E-1,-3.218307495E-1
1.107706900E1,5.405259705E-1,-2.877017212E-1,1.669029236E-1
1.108703100E1,3.243754578E-1,8.666976929E-2,5.303471375E-1
1.109699300E1,1.122665405E-2,3.474275208E-1,7.322772217E-1
1.110695400E1,-1.980381775E-1,4.598437500E-1,5.517526245E-1
1.111691600E1,-2.418969727E-1,5.499563599E-1,-2.435435486E-1
1.112687800E1,-1.122665405E-2,9.723779297E-1,-2.340383148E0
1.113683900E1,1.905537415E-1,1.279988251E0,-3.348536682E0
1.114680100E1,5.852828979E-2,1.298849030E0,-2.875370636E0
1.115676300E1,-1.008901978E-1,1.251397705E0,-2.176623688E0
1.116672500E1,-2.110610962E-1,1.292861481E0,-1.716031494E0
1.117668600E1,-5.391787720E-1,1.269060974E0,-1.512754211E0
1.118664800E1,-1.049617310E0,9.258247375E-1,-9.650431824E-1
1.119661000E1,-7.430548096E-1,2.847079468E-1,2.772235107E-1
1.120657200E1,-1.713935852E-1,-1.112187195E-1,1.035396881E0
1.121653300E1,-1.941462708E-1,-1.558259583E-1,1.003363495E0
1.122649500E1,1.407073975E-2,-1.598675537E-1,9.199868774E-1
1.123645700E1,1.022373962E-1,-1.571731567E-1,6.948550415E-1
1.124641800E1,7.903564453E-2,-1.663041687E-1,5.066963196E-1
1.125638000E1,2.200424194E-2,-2.435435486E-1,4.264631653E-1
1.126634200E1,-5.987548828E-3,-3.116519165E-1,4.007167053E-1
1.127630400E1,2.859054565E-2,-3.535647583E-1,4.718188477E-1
1.128626500E1,6.062393188E-2,-3.852987671E-1,5.872288513E-1
1.129622700E1,9.026229858E-2,-4.168830872E-1,6.011499023E-1
1.130618900E1,2.769241333E-2,-4.153862000E-1,3.881428528E-1
1.131615100E1,-2.559677124E-2,-6.794371033E-1,-1.252595215E0
1.132611200E1,3.486250305E-1,-1.676663361E0,-6.333479462E0
1.133607400E1,1.764081573E0,-2.644999695E0,-9.114246826E0
1.134603600E1,3.271446991E0,-3.797453156E0,-1.074854828E1
1.135599700E1,2.857707367E0,-4.477938080E0,-5.654491425E0
1.136595900E1,-6.944059753E-1,-4.677473145E0,4.270619202E0
1.137592100E1,-1.573677521E0,-7.228468323E0,5.672154694E0
1.138588300E1,-1.201102295E0,-1.157632690E1,4.289180603E0
1.139584400E1,-8.045768738E-1,-1.907677963E1,1.716929626E-1
1.140580600E1,-1.272354126E-2,-2.508842834E1,-1.222358093E1
1.141576800E1,1.427132263E0,-2.456361969E1,-1.923634781E1
1.142573000E1,3.000360718E0,-2.120625137E1,-7.356003113E0
1.143569100E1,1.941762085E0,-1.577359863E1,4.751119995E-1
1.144565300E1,6.047424316E-2,-1.281559982E1,-2.415077820E0
1.145561500E1,2.841091919E-1,-1.324355988E1,-1.054826477E1
1.146557600E1,3.229085083E0,-1.399080597E1,-7.814649353E0
1.147553800E1,4.899461517E0,-1.500973709E1,-5.836063843E0
1.148550000E1,3.237916718E0,-1.746912277E1,-1.281200729E1
1.149546200E1,1.057251434E0,-2.025303360E1,-1.777059586E1
1.150542300E1,-1.231938171E-1,-2.075943054E1,-1.209903992E1
1.151538500E1,-1.707050171E0,-1.896720749E1,-6.869215393E0
1.152534700E1,-3.542533264E0,-1.679432602E1,-9.902657318E0
1.153530800E1,-3.454366608E0,-1.469539078E1,-9.965825958E0
1.154527000E1,-3.659889221E-1,-1.207299408E1,-6.098468170E0
1.155523200E1,1.529669037E0,-1.113549362E1,-7.232659607E0
1.156519400E1,3.074157257E0,-1.241233841E1,-8.406817932E0
1.157515500E1,3.883823547E0,-1.479029343E1,-6.737040253E0
1.158511700E1,3.977678375E0,-1.705238937E1,-6.718029785E0
1.159507900E1,3.673510895E0,-1.862831223E1,-7.877219238E0
1.160504100E1,3.169658661E0,-1.967029541E1,-8.514593811E0
1.161500200E1,2.379002838E0,-1.994766861E1,-6.964716797E0
1.162496400E1,1.820963287E0,-1.936029007E1,-6.540199585E0
1.163492600E1,1.393152924E0,-1.836126755E1,-6.144123230E0
1.164488800E1,1.477876740E0,-1.739712250E1,-6.727011108E0
1.165484900E1,1.581760712E0,-1.698263443E1,-7.804620209E0
1.166481100E1,1.560504913E0,-1.705852661E1,-7.404053192E0
1.167477300E1,1.485959930E0,-1.743095215E1,-7.247778168E0
1.168473400E1,1.317709808E0,-1.777209274E1,-6.995702362E0
1.169469600E1,1.268312531E0,-1.775128601E1,-6.844067688E0
1.170465800E1,1.088985443E0,-1.724234436E1,-6.542295227E0
1.171462000E1,8.418493652E-1,-1.608135864E1,-5.456153870E0
1.172458100E1,6.897656250E-1,-1.461141541E1,-4.616100769E0
1.173454300E1,5.258564758E-1,-1.298983749E1,-4.178261261E0
1.174450500E1,3.242257690E-1,-1.117052078E1,-3.722159729E0
1.175446700E1,3.308120728E-1,-8.888665924E0,-3.227438507E0
1.176442800E1,6.152206421E-1,-6.688840485E0,-2.733316040E0
1.177439000E1,1.224004669E0,-4.647834778E0,-2.479593658E0
1.178435200E1,1.615440674E0,-2.772235107E0,-2.454146576E0
1.179431300E1,1.803749084E0,-1.359772339E0,-2.646197205E0
1.180427500E1,1.732347565E0,-4.171824646E-1,-2.705773315E0
1.181423700E1,1.407672729E0,1.113684082E-1,-1.932631073E0
