"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.471018375E0,-1.474733276E0,6.563850403E-1,-1.440753937E0
2.480980375E0,-5.150788879E-1,-9.804611206E-2,5.786965942E-1
2.490942375E0,-1.874102783E-1,-3.827540588E-1,8.637039185E-1
2.500904375E0,-1.306782532E-1,-8.470884705E-1,7.637118530E-1
2.510866375E0,5.990542603E-1,-2.292333069E0,7.731422424E-1
2.520828375E0,2.234852600E0,-4.705165558E0,6.667135620E-1
2.530789375E0,4.805007935E0,-8.135581970E0,-1.748663635E0
2.540751500E0,8.191266174E0,-1.266890488E1,-6.658303986E0
2.550713500E0,1.136346954E1,-1.702020630E1,-7.511679382E0
2.560675500E0,1.477981522E1,-1.784199738E1,-6.670877838E0
2.570637500E0,1.634585861E1,-1.576072540E1,-8.517737274E0
2.580598500E0,1.597957031E1,-1.458028015E1,-7.111561432E0
2.590560500E0,1.490884689E1,-1.355581055E1,-4.448150024E0
2.600522500E0,1.388258102E1,-1.215068253E1,-2.683020630E0
2.610484500E0,1.267354523E1,-1.134670441E1,-3.714375916E0
2.620446500E0,9.995614014E0,-1.102502335E1,-5.745651855E0
2.630408500E0,7.639812927E0,-1.125344833E1,-6.091133423E0
2.640369500E0,4.267775116E0,-1.228555206E1,-5.936654663E0
2.650331500E0,2.112257538E0,-1.346435074E1,-5.932463379E0
2.660293500E0,1.847458191E0,-1.448672470E1,-5.735772400E0
2.670255500E0,2.912194061E0,-1.467832626E1,-5.367388458E0
2.680217500E0,4.480183411E0,-1.424542648E1,-4.387526093E0
2.690178500E0,5.245392151E0,-1.260393997E1,-3.451073456E0
2.700140500E0,5.539829865E0,-9.362281036E0,-2.324965210E0
2.710102500E0,5.389692078E0,-6.269263000E0,-1.178199921E0
2.720064500E0,4.816683655E0,-3.319497070E0,-6.619235229E-1
2.730026500E0,4.217629395E0,-6.947053528E-1,-3.219804382E-1
2.739987500E0,2.693498840E0,1.115180969E0,1.811233521E-1
2.749949500E0,2.348616028E-1,1.715732117E0,4.017645264E-1
2.759911500E0,-1.337319031E0,1.228645020E0,7.461982727E-1
2.769873500E0,-1.046324158E0,4.529580688E-1,1.814826050E0
2.779835500E0,2.939886475E-1,-1.728904724E-1,1.967508545E0
2.789797500E0,8.771759033E-1,-8.006849670E-1,9.666897583E-1
2.799758500E0,1.102008362E0,-1.285227356E0,-2.101629639E-1
2.809720500E0,2.177970886E0,-1.740879822E0,-1.456770630E0
2.819682500E0,2.179318085E0,-1.915416870E0,-4.610711975E0
2.829644500E0,3.721411285E0,-3.659440155E0,-1.202150116E1
2.839606500E0,5.622458038E0,-7.365134125E0,-2.122945313E1
2.849567500E0,5.409001923E0,-9.822873230E0,-1.786340286E1
2.859529500E0,4.356091461E0,-9.009464722E0,-1.766626282E0
2.869491500E0,7.430847473E0,-6.435716858E0,5.600453796E0
2.879453500E0,1.020517822E1,-4.109554138E0,7.997568970E0
2.889415500E0,1.134805161E1,-5.329666901E0,1.069974976E0
2.899377500E0,9.349258118E0,-1.173245224E1,-1.171389084E1
2.909338500E0,8.108338623E0,-1.346734451E1,2.807861023E0
2.919300500E0,6.109395447E0,-1.063328796E1,7.582033081E0
2.929262500E0,5.551505585E0,-1.179891403E1,4.225263519E0
2.939224500E0,6.746620331E0,-1.236997650E1,4.496649170E0
2.949186500E0,6.832841034E0,-1.124970612E1,3.779640198E0
2.959148500E0,4.724774780E0,-1.004082001E1,3.263064423E0
2.969109500E0,3.202290802E0,-1.013153137E1,3.239712982E0
2.979071500E0,4.745431824E0,-1.123952728E1,3.466491394E0
2.989033500E0,7.237150269E0,-1.225321930E1,3.358565826E0
2.998995500E0,8.408015442E0,-1.347692459E1,2.990331573E0
3.008957500E0,9.381141815E0,-1.410337189E1,1.983076172E0
3.018918500E0,1.207389221E1,-1.235485794E1,-1.018901184E1
3.028880500E0,1.282203644E1,-1.185878952E1,-1.313159271E1
3.038842500E0,1.213556396E1,-1.156554932E1,-2.309098206E0
3.048804500E0,1.201341797E1,-1.148052612E1,-3.608096924E0
3.058766500E0,1.154489227E1,-1.301079391E1,-6.171965332E0
3.068728500E0,7.993677063E0,-1.395607819E1,-4.304897919E0
3.078689500E0,4.914280701E0,-1.431054108E1,-3.924688568E0
3.088651500E0,2.689756622E0,-1.379037277E1,-6.601721649E0
3.098613500E0,1.235381012E0,-1.315599197E1,-1.057026901E1
3.108575500E0,-4.505630493E-2,-1.271455994E1,-1.228809677E1
3.118537500E0,4.718188477E-1,-1.196656540E1,-1.015114059E1
3.128498500E0,1.778302002E0,-1.070154602E1,-7.158114624E0
3.138460500E0,2.566862183E0,-8.399183807E0,-5.599705353E0
3.148422500E0,2.327360229E0,-5.566923523E0,-3.847149811E0
3.158384500E0,3.749702454E-1,-3.479214935E0,-2.690954132E0
3.168346500E0,-1.316961365E0,-2.154769135E0,-3.626059570E0
3.178308500E0,-2.257605286E0,-6.138734436E-1,-6.758146362E0
3.188269500E0,-2.320474548E0,3.688330078E-1,-5.757477264E0
3.198231500E0,-1.368005219E0,3.594026184E-1,-1.059496765E0
3.208193500E0,-7.532336426E-1,1.556762695E-2,1.555265808E-1
