"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.230043042E0,-7.873626709E-1,-1.298699341E1,-1.186702240E1
2.240004042E0,-1.857637024E-1,-1.713501755E1,-1.083536774E1
2.249966042E0,1.279988251E0,-2.000544846E1,-6.471791840E0
2.259927042E0,2.259401550E0,-2.394540527E1,-7.507188721E0
2.269889042E0,2.712658997E0,-2.273307632E1,-1.766177216E0
2.279851042E0,-8.512797546E-1,-1.819825653E1,1.978585510E0
2.289812042E0,-3.766168213E0,-1.812670532E1,-4.326004028E0
2.299774042E0,-4.261488190E0,-1.811038925E1,-1.488175323E1
2.309735042E0,-4.363426208E-1,-1.980501526E1,-1.301079391E1
2.319697042E0,3.217559052E0,-2.143138321E1,-5.870192871E0
2.329659042E0,3.655697937E0,-2.146760788E1,-4.979994049E0
2.339620042E0,3.128943329E0,-2.115505783E1,-7.108118591E0
2.349582042E0,2.351310425E0,-2.084699844E1,-9.214687958E0
2.359543042E0,1.085841980E0,-1.961670685E1,-8.418044586E0
2.369505042E0,2.787203979E-1,-1.850122650E1,-5.663622437E0
2.379466042E0,-1.326691132E0,-1.892394745E1,-5.513185272E0
2.389428042E0,-2.645748138E0,-2.043520477E1,-7.743696899E0
2.399390042E0,-2.279759216E0,-2.154589508E1,-7.485783234E0
2.409351042E0,-1.290017395E0,-2.160172897E1,-6.072122955E0
2.419313042E0,-5.671705627E-1,-2.079730179E1,-5.154980164E0
2.429274042E0,1.628613281E-1,-1.934801559E1,-5.081483002E0
2.439236042E0,7.497908020E-1,-1.758079056E1,-5.177433472E0
2.449197042E0,7.444020081E-1,-1.619467300E1,-4.189038849E0
2.459159042E0,3.221301270E-1,-1.488100479E1,-3.279230804E0
2.469121042E0,8.397537231E-2,-1.330029190E1,-3.115920410E0
2.479082042E0,1.402583313E-1,-1.169847290E1,-2.991529083E0
2.489044042E0,2.212399292E-1,-1.016730698E1,-2.717748413E0
2.499005042E0,2.393522644E-1,-8.787626038E0,-2.340532837E0
2.508967042E0,1.893562317E-1,-7.389832764E0,-1.912572784E0
2.518929042E0,1.324745178E-1,-5.995482330E0,-1.791324921E0
2.528890042E0,-1.287322998E-2,-4.545447693E0,-1.780397644E0
2.538852042E0,-1.079255676E-1,-3.229085083E0,-1.688788147E0
2.548813042E0,-2.065704346E-1,-2.133213959E0,-1.602417755E0
2.558775042E0,-3.329077148E-1,-1.261875916E0,-1.642833710E0
2.568736042E0,-3.397933960E-1,-5.062472534E-1,-1.591640167E0
2.578698042E0,-2.790197754E-1,2.050735474E-2,-1.257984009E0
2.588660042E0,-1.823208618E-1,3.745211792E-1,-9.053173828E-1
2.598621042E0,-1.047821045E-2,5.529501343E-1,-6.418652344E-1
2.608583292E0,5.897735596E-2,6.364764404E-1,-3.838018799E-1
2.618544292E0,1.652563477E-1,6.372248840E-1,3.293151855E-3
2.628506292E0,2.186952209E-1,6.002517700E-1,4.423301697E-1
2.638468292E0,1.553768921E-1,5.565426636E-1,6.890171814E-1
